step,run_id,loss,grad_norm,clipped_grad_norm,learning_rate,update_norm,param_norm,tokens,optimizer_step_applied
84,tiny-transformer-normal-7,0.04362114146351814,0.06483477354049683,0.06483477354049683,0.002,0.03805466741323471,57.873863220214844,288,True
85,tiny-transformer-normal-7,0.040941789746284485,0.060237109661102295,0.060237109661102295,0.002,0.036607954651117325,57.87683868408203,288,True
86,tiny-transformer-normal-7,0.04088761657476425,0.06165217235684395,0.06165217235684395,0.002,0.03600239008665085,57.879676818847656,288,True
87,tiny-transformer-normal-7,0.03960536792874336,0.057461705058813095,0.057461708784103394,0.002,0.035021767020225525,57.88240432739258,288,True
88,tiny-transformer-normal-7,0.038505665957927704,0.056610241532325745,0.056610237807035446,0.002,0.034028977155685425,57.885040283203125,288,True
89,tiny-transformer-normal-7,0.03826373815536499,0.056723013520240784,0.05672301724553108,0.002,0.03313976898789406,57.887569427490234,288,True
90,tiny-transformer-normal-7,0.03735426813364029,0.055146295577287674,0.055146295577287674,0.002,0.03229014575481415,57.890018463134766,288,True
91,tiny-transformer-normal-7,0.03617212548851967,0.053786128759384155,0.053786128759384155,0.002,0.0315098837018013,57.89239501953125,288,True
92,tiny-transformer-normal-7,0.03646080940961838,0.05389195308089256,0.05389195680618286,0.002,0.030804065987467766,57.89469909667969,288,True
93,tiny-transformer-normal-7,0.034919049590826035,0.053504910320043564,0.053504910320043564,0.002,0.030100595206022263,57.8969612121582,288,True
94,tiny-transformer-normal-7,0.03459431603550911,0.0517093688249588,0.0517093688249588,0.002,0.029520753771066666,57.899147033691406,288,True
95,tiny-transformer-normal-7,0.0338655561208725,0.05072202533483505,0.05072202533483505,0.002,0.028754783794283867,57.90127182006836,288,True
96,tiny-transformer-normal-7,0.03278053179383278,0.04916934669017792,0.049169350415468216,0.002,0.028142187744379044,57.903324127197266,288,True
97,tiny-transformer-normal-7,0.03293476998806,0.04893159493803978,0.04893159866333008,0.002,0.027699435129761696,57.905303955078125,288,True
98,tiny-transformer-normal-7,0.03192787244915962,0.04799652099609375,0.04799652099609375,0.002,0.02713445946574211,57.907230377197266,288,True
99,tiny-transformer-normal-7,0.031161248683929443,0.0465860515832901,0.0465860515832901,0.002,0.026627426967024803,57.90911865234375,288,True
100,tiny-transformer-normal-7,0.03128271922469139,0.047364506870508194,0.047364506870508194,0.002,0.026267098262906075,57.91094207763672,288,True
101,tiny-transformer-normal-7,0.030657252296805382,0.04657411947846413,0.046574123203754425,0.002,0.025902511551976204,57.9127082824707,288,True
102,tiny-transformer-normal-7,0.0299660824239254,0.0450083389878273,0.0450083389878273,0.002,0.025522606447339058,57.9144172668457,288,True
103,tiny-transformer-normal-7,0.02925983816385269,0.04464372247457504,0.04464372247457504,0.002,0.025213800370693207,57.916080474853516,288,True
104,tiny-transformer-normal-7,0.028602438047528267,0.04321267828345299,0.04321267828345299,0.002,0.024768460541963577,57.917694091796875,288,True
105,tiny-transformer-normal-7,0.028331534937024117,0.04309285432100296,0.04309285804629326,0.002,0.02445465512573719,57.91925811767578,288,True
106,tiny-transformer-normal-7,0.028031084686517715,0.04229825735092163,0.04229825735092163,0.002,0.023850077763199806,57.920772552490234,288,True
107,tiny-transformer-normal-7,0.027025364339351654,0.04064692184329033,0.04064692556858063,0.002,0.023473957553505898,57.92226791381836,288,True
108,tiny-transformer-normal-7,0.027186475694179535,0.04198348894715309,0.04198348522186279,0.002,0.023328440263867378,57.92373275756836,288,True
109,tiny-transformer-normal-7,0.02632044069468975,0.04040886089205742,0.04040886089205742,0.002,0.022970300167798996,57.92517852783203,288,True
110,tiny-transformer-normal-7,0.02607770822942257,0.04019083082675934,0.04019083455204964,0.002,0.022568456828594208,57.92658233642578,288,True
111,tiny-transformer-normal-7,0.026082156226038933,0.040496982634067535,0.04049697890877724,0.002,0.0222700834274292,57.92797088623047,288,True
112,tiny-transformer-normal-7,0.024816932156682014,0.03803885355591774,0.03803885355591774,0.002,0.021879812702536583,57.9293327331543,288,True
113,tiny-transformer-normal-7,0.024672895669937134,0.0375630185008049,0.0375630222260952,0.002,0.021349124610424042,57.930667877197266,288,True
114,tiny-transformer-normal-7,0.024347838014364243,0.03820537030696869,0.03820537030696869,0.002,0.02098684385418892,57.93196105957031,288,True
115,tiny-transformer-normal-7,0.024374784901738167,0.03756742179393768,0.03756742179393768,0.002,0.020878920331597328,57.9332160949707,288,True
116,tiny-transformer-normal-7,0.024355240166187286,0.03830791637301445,0.03830791637301445,0.002,0.02059607394039631,57.93446731567383,288,True
117,tiny-transformer-normal-7,0.02327103354036808,0.03605116158723831,0.03605116158723831,0.002,0.02025635354220867,57.93568801879883,288,True
118,tiny-transformer-normal-7,0.02326684258878231,0.03587250038981438,0.03587250038981438,0.002,0.01997697539627552,57.9368782043457,288,True
119,tiny-transformer-normal-7,0.02286035567522049,0.03531688451766968,0.03531688451766968,0.002,0.019705235958099365,57.93804168701172,288,True
120,tiny-transformer-normal-7,0.022325219586491585,0.034347958862781525,0.034347958862781525,0.002,0.01959482952952385,57.939170837402344,288,True
121,tiny-transformer-normal-7,0.02257371135056019,0.03454005345702171,0.03454005345702171,0.002,0.019468382000923157,57.94028091430664,288,True
122,tiny-transformer-normal-7,0.021709313616156578,0.033846981823444366,0.033846985548734665,0.002,0.01913844794034958,57.94137191772461,288,True
123,tiny-transformer-normal-7,0.02211158163845539,0.03443057835102081,0.03443057835102081,0.002,0.019009621813893318,57.94245910644531,288,True
124,tiny-transformer-normal-7,0.021212760359048843,0.03306069225072861,0.03306069225072861,0.002,0.018647680059075356,57.94352722167969,288,True
125,tiny-transformer-normal-7,0.020899197086691856,0.032488614320755005,0.032488614320755005,0.002,0.018326852470636368,57.944580078125,288,True
126,tiny-transformer-normal-7,0.020964011549949646,0.03254846855998039,0.032548464834690094,0.002,0.01826542243361473,57.945579528808594,288,True
127,tiny-transformer-normal-7,0.020641125738620758,0.03218430280685425,0.03218430280685425,0.002,0.01809590682387352,57.94658279418945,288,True
128,tiny-transformer-normal-7,0.01996043138206005,0.031282369047403336,0.031282369047403336,0.002,0.01784602180123329,57.94755935668945,288,True
129,tiny-transformer-normal-7,0.019770728424191475,0.03222455084323883,0.03222455456852913,0.002,0.017679426819086075,57.94852066040039,288,True
130,tiny-transformer-normal-7,0.01962682418525219,0.03061738796532154,0.03061738796532154,0.002,0.017389217391610146,57.949440002441406,288,True
131,tiny-transformer-normal-7,0.019467346370220184,0.03066219761967659,0.03066219575703144,0.002,0.01725626550614834,57.95033264160156,288,True
132,tiny-transformer-normal-7,0.019459793344140053,0.03021314926445484,0.03021315112709999,0.002,0.017051950097084045,57.951202392578125,288,True
133,tiny-transformer-normal-7,0.01892711967229843,0.030025776475667953,0.030025776475667953,0.002,0.01690930686891079,57.952056884765625,288,True
134,tiny-transformer-normal-7,0.01865687407553196,0.02934935688972473,0.02934935688972473,0.002,0.016616493463516235,57.95288848876953,288,True
135,tiny-transformer-normal-7,0.018786191940307617,0.029692010954022408,0.02969200909137726,0.002,0.016486700624227524,57.95369338989258,288,True
136,tiny-transformer-normal-7,0.0186317041516304,0.029822692275047302,0.029822690412402153,0.002,0.016463985666632652,57.954505920410156,288,True
137,tiny-transformer-normal-7,0.018144551664590836,0.02849627658724785,0.02849627658724785,0.002,0.016264593228697777,57.955291748046875,288,True
138,tiny-transformer-normal-7,0.01759858801960945,0.02786370925605297,0.02786370925605297,0.002,0.016029497608542442,57.95606231689453,288,True
139,tiny-transformer-normal-7,0.01772293820977211,0.027778545394539833,0.027778545394539833,0.002,0.015817156061530113,57.95681381225586,288,True
140,tiny-transformer-normal-7,0.01779431849718094,0.02792907878756523,0.02792907878756523,0.002,0.01579975336790085,57.95755386352539,288,True
141,tiny-transformer-normal-7,0.017353540286421776,0.027897033840417862,0.027897033840417862,0.002,0.01552013773471117,57.95827102661133,288,True
142,tiny-transformer-normal-7,0.017068125307559967,0.027529122307896614,0.027529120445251465,0.002,0.015459557995200157,57.9589729309082,288,True
143,tiny-transformer-normal-7,0.016747035086154938,0.026340004056692123,0.026340005919337273,0.002,0.015254544094204903,57.95966720581055,288,True
144,tiny-transformer-normal-7,0.0168788842856884,0.026369821280241013,0.026369821280241013,0.002,0.015204583294689655,57.96035385131836,288,True
145,tiny-transformer-normal-7,0.01670932210981846,0.026558339595794678,0.026558339595794678,0.002,0.01503200363367796,57.961021423339844,288,True
146,tiny-transformer-normal-7,0.016115086153149605,0.025610599666833878,0.025610601529479027,0.002,0.01473197154700756,57.9616813659668,288,True
147,tiny-transformer-normal-7,0.016090279445052147,0.02586183324456215,0.025861831381917,0.002,0.014565271325409412,57.96232223510742,288,True
148,tiny-transformer-normal-7,0.01623304933309555,0.025974290445446968,0.025974290445446968,0.002,0.014560237526893616,57.962928771972656,288,True
149,tiny-transformer-normal-7,0.015817712992429733,0.025184771046042442,0.025184771046042442,0.002,0.014434464275836945,57.96353530883789,288,True
150,tiny-transformer-normal-7,0.015713222324848175,0.024916499853134155,0.024916499853134155,0.002,0.014512062072753906,57.96411895751953,288,True
151,tiny-transformer-normal-7,0.015531810000538826,0.025450557470321655,0.025450557470321655,0.002,0.014351069927215576,57.964691162109375,288,True
152,tiny-transformer-normal-7,0.01539239939302206,0.024459099397063255,0.024459097534418106,0.002,0.014277569018304348,57.96525192260742,288,True
153,tiny-transformer-normal-7,0.015171322971582413,0.024365385994315147,0.024365389719605446,0.002,0.014171769842505455,57.96579360961914,288,True
154,tiny-transformer-normal-7,0.015100415796041489,0.023922232910990715,0.023922231048345566,0.002,0.014043369330465794,57.966312408447266,288,True
155,tiny-transformer-normal-7,0.014899538829922676,0.023787906393408775,0.023787906393408775,0.002,0.014018559828400612,57.96683120727539,288,True
156,tiny-transformer-normal-7,0.014371853321790695,0.022939331829547882,0.022939331829547882,0.002,0.01384799275547266,57.96733474731445,288,True
157,tiny-transformer-normal-7,0.014435900375247002,0.023372832685709,0.023372832685709,0.002,0.01375142764300108,57.96782302856445,288,True
158,tiny-transformer-normal-7,0.014586205594241619,0.023346934467554092,0.023346934467554092,0.002,0.013571562245488167,57.968299865722656,288,True
159,tiny-transformer-normal-7,0.014395881444215775,0.023224636912345886,0.023224636912345886,0.002,0.013464453630149364,57.96877670288086,288,True
160,tiny-transformer-normal-7,0.014136407524347305,0.022761594504117966,0.022761594504117966,0.002,0.013275709003210068,57.9692497253418,288,True
161,tiny-transformer-normal-7,0.014090453274548054,0.022428369149565697,0.022428369149565697,0.002,0.013161592185497284,57.96970748901367,288,True
162,tiny-transformer-normal-7,0.014052195474505424,0.022762484848499298,0.022762484848499298,0.002,0.013100821524858475,57.970149993896484,288,True
163,tiny-transformer-normal-7,0.013978403061628342,0.02282058261334896,0.02282058261334896,0.002,0.013105274178087711,57.970584869384766,288,True
164,tiny-transformer-normal-7,0.01369459554553032,0.02214749902486801,0.02214750088751316,0.002,0.012932565994560719,57.97101974487305,288,True
165,tiny-transformer-normal-7,0.01348552480340004,0.02165369689464569,0.02165369875729084,0.002,0.012884681113064289,57.971458435058594,288,True
166,tiny-transformer-normal-7,0.013301427476108074,0.021548684686422348,0.0215486828237772,0.002,0.012727873399853706,57.97188186645508,288,True
167,tiny-transformer-normal-7,0.013405155390501022,0.02195437066257,0.02195437066257,0.002,0.012694437056779861,57.9722785949707,288,True
168,tiny-transformer-normal-7,0.01299212034791708,0.020833075046539307,0.020833075046539307,0.002,0.012618619948625565,57.972694396972656,288,True
169,tiny-transformer-normal-7,0.013083350844681263,0.02108253724873066,0.02108253724873066,0.002,0.01258158776909113,57.97307586669922,288,True
170,tiny-transformer-normal-7,0.012946692295372486,0.021096909418702126,0.021096907556056976,0.002,0.012556811794638634,57.97346496582031,288,True
171,tiny-transformer-normal-7,0.012829167768359184,0.02055305987596512,0.02055305987596512,0.002,0.012548591941595078,57.97385787963867,288,True
172,tiny-transformer-normal-7,0.012480296194553375,0.020383693277835846,0.020383693277835846,0.002,0.012344500049948692,57.97423553466797,288,True
173,tiny-transformer-normal-7,0.01263671275228262,0.020473888143897057,0.020473890006542206,0.002,0.012316497974097729,57.9745979309082,288,True
174,tiny-transformer-normal-7,0.012428275309503078,0.02005268819630146,0.02005268819630146,0.002,0.012313778512179852,57.974952697753906,288,True
175,tiny-transformer-normal-7,0.01220678724348545,0.01987571083009243,0.01987571083009243,0.002,0.012170693837106228,57.975303649902344,288,True
176,tiny-transformer-normal-7,0.012152716517448425,0.01977802813053131,0.01977802813053131,0.002,0.012087247334420681,57.97563934326172,288,True
177,tiny-transformer-normal-7,0.012020949274301529,0.01953345537185669,0.01953345350921154,0.002,0.011996896006166935,57.97596740722656,288,True
178,tiny-transformer-normal-7,0.01190053392201662,0.01929618790745735,0.01929618790745735,0.002,0.01189451850950718,57.976287841796875,288,True
179,tiny-transformer-normal-7,0.011730712838470936,0.019284594804048538,0.019284596666693687,0.002,0.011760401539504528,57.97658920288086,288,True
180,tiny-transformer-normal-7,0.011604581028223038,0.019363489001989365,0.019363489001989365,0.002,0.011791106313467026,57.976871490478516,288,True
181,tiny-transformer-normal-7,0.011628431268036366,0.018672052770853043,0.018672054633498192,0.002,0.01173665001988411,57.977134704589844,288,True
182,tiny-transformer-normal-7,0.01142468024045229,0.018815914168953896,0.018815914168953896,0.002,0.011504385620355606,57.977413177490234,288,True
183,tiny-transformer-normal-7,0.011437010020017624,0.01863500103354454,0.01863500289618969,0.002,0.011366072110831738,57.97765350341797,288,True
184,tiny-transformer-normal-7,0.011441881768405437,0.01872711256146431,0.01872711069881916,0.002,0.011310744099318981,57.9779052734375,288,True
185,tiny-transformer-normal-7,0.011158345267176628,0.018064241856336594,0.018064241856336594,0.002,0.01112845353782177,57.97814178466797,288,True
186,tiny-transformer-normal-7,0.011046498082578182,0.0183448176831007,0.01834481582045555,0.002,0.011105852201581001,57.9783821105957,288,True
187,tiny-transformer-normal-7,0.01092627551406622,0.017832526937127113,0.017832526937127113,0.002,0.01102010440081358,57.978614807128906,288,True
188,tiny-transformer-normal-7,0.010958243161439896,0.018100908026099205,0.018100909888744354,0.002,0.01098724827170372,57.97883987426758,288,True
189,tiny-transformer-normal-7,0.010708298534154892,0.01746838539838791,0.01746838539838791,0.002,0.010852018371224403,57.97904968261719,288,True
190,tiny-transformer-normal-7,0.010724026709794998,0.017526419833302498,0.017526419833302498,0.002,0.010812549851834774,57.9792594909668,288,True
191,tiny-transformer-normal-7,0.010666819289326668,0.01748124696314335,0.017481248825788498,0.002,0.010729807429015636,57.97946548461914,288,True
192,tiny-transformer-normal-7,0.010398567654192448,0.01703754998743534,0.01703754998743534,0.002,0.01071151066571474,57.97966003417969,288,True
193,tiny-transformer-normal-7,0.010458055883646011,0.017130089923739433,0.017130089923739433,0.002,0.010601576417684555,57.9798469543457,288,True
194,tiny-transformer-normal-7,0.010361146181821823,0.017007265239953995,0.017007265239953995,0.002,0.010550097562372684,57.98001480102539,288,True
195,tiny-transformer-normal-7,0.010194565169513226,0.016664259135723114,0.016664259135723114,0.002,0.010516567155718803,57.98019027709961,288,True
196,tiny-transformer-normal-7,0.010239706374704838,0.01699903979897499,0.01699904166162014,0.002,0.01053957361727953,57.980342864990234,288,True
197,tiny-transformer-normal-7,0.010138952173292637,0.016555946320295334,0.016555946320295334,0.002,0.010401120409369469,57.980506896972656,288,True
198,tiny-transformer-normal-7,0.01009867712855339,0.016889424994587898,0.016889424994587898,0.002,0.010261538438498974,57.980655670166016,288,True
199,tiny-transformer-normal-7,0.0100104296579957,0.016547713428735733,0.016547713428735733,0.002,0.010176011361181736,57.980804443359375,288,True
200,tiny-transformer-normal-7,0.009883706457912922,0.01624566689133644,0.01624566875398159,0.002,0.010112141259014606,57.98093032836914,288,True
201,tiny-transformer-normal-7,0.009926668368279934,0.01650419645011425,0.01650419645011425,0.002,0.010105852968990803,57.981048583984375,288,True
202,tiny-transformer-normal-7,0.009635750204324722,0.01599094457924366,0.01599094457924366,0.002,0.010048734955489635,57.981170654296875,288,True
203,tiny-transformer-normal-7,0.009619418531656265,0.01566319726407528,0.01566319726407528,0.002,0.010015826672315598,57.98127746582031,288,True
204,tiny-transformer-normal-7,0.00960103515535593,0.01582244411110878,0.01582244411110878,0.002,0.01008746400475502,57.98137664794922,288,True
205,tiny-transformer-normal-7,0.009602310135960579,0.01591990888118744,0.01591990701854229,0.002,0.010038325563073158,57.981475830078125,288,True
206,tiny-transformer-normal-7,0.009487543255090714,0.01578579470515251,0.015785792842507362,0.002,0.010047315619885921,57.98157501220703,288,True
